,pclass,survived,sex,age,sibsp,parch,fare,embarked
633,3,0,male,25.0,1,0,17.8,S
634,3,0,female,18.0,1,0,17.8,S
635,3,0,male,24.0,0,0,7.8,S
636,3,0,male,35.0,0,0,7.0,S
637,3,0,male,5.0,4,2,31.4,S
638,3,0,male,9.0,4,2,31.4,S
639,3,1,male,3.0,4,2,31.4,S
640,3,0,male,13.0,4,2,31.4,S
641,3,1,female,5.0,4,2,31.4,S
642,3,0,male,40.0,1,5,31.4,S
643,3,1,male,23.0,0,0,7.8,S
644,3,1,female,38.0,1,5,31.4,S
645,3,1,female,45.0,0,0,7.2,C
646,3,0,male,21.0,0,0,7.2,C
647,3,0,male,23.0,0,0,7.0,S
648,3,0,female,17.0,0,0,14.5,C
649,3,0,male,30.0,0,0,7.2,C
650,3,0,male,23.0,0,0,7.9,S
651,3,1,female,13.0,0,0,7.2,C
652,3,0,male,20.0,0,0,7.2,C
653,3,0,male,32.0,1,0,15.8,S
654,3,1,female,33.0,3,0,15.8,S
655,3,1,female,0.8,2,1,19.3,C
656,3,1,female,0.8,2,1,19.3,C
657,3,1,female,5.0,2,1,19.3,C
658,3,1,female,24.0,0,3,19.3,C
659,3,1,female,18.0,0,0,8.0,S
660,3,0,male,40.0,0,0,7.2,C
661,3,0,male,26.0,0,0,7.9,S
662,3,1,male,20.0,0,0,7.2,C
663,3,0,female,18.0,0,1,14.5,C
664,3,0,female,45.0,0,1,14.5,C
665,3,0,female,27.0,0,0,7.9,Q
666,3,0,male,22.0,0,0,8.0,S
667,3,0,male,19.0,0,0,8.0,S
668,3,0,male,26.0,0,0,7.8,S
669,3,0,male,22.0,0,0,9.4,S
670,3,0,male,28.0,0,0,7.2,C
671,3,0,male,20.0,0,0,4.0,C
672,3,1,male,32.0,0,0,56.5,S
673,3,0,male,21.0,0,0,7.8,S
674,3,0,male,18.0,0,0,7.8,S
675,3,0,male,26.0,0,0,7.9,S
676,3,0,male,6.0,1,1,15.2,C
677,3,0,female,9.0,1,1,15.2,C
678,3,0,male,28.0,0,0,7.2,C
679,3,0,female,28.0,0,2,15.2,C
680,3,0,female,28.0,0,2,7.8,Q
681,3,0,male,40.0,1,1,15.5,Q
682,3,0,female,32.0,1,1,15.5,Q
683,3,0,male,21.0,0,0,16.1,S
684,3,1,female,22.0,0,0,7.7,Q
685,3,0,female,20.0,0,0,7.9,S
686,3,0,male,29.0,1,0,7.0,S
687,3,0,male,22.0,1,0,7.2,S
688,3,0,male,22.0,0,0,7.8,S
689,3,0,male,35.0,0,0,8.0,S
690,3,0,female,18.5,0,0,7.3,Q
691,3,1,male,21.0,0,0,7.8,Q
692,3,0,male,19.0,0,0,6.8,Q
693,3,0,female,18.0,0,0,7.9,Q
694,3,0,female,21.0,0,0,8.7,S
695,3,0,female,30.0,0,0,8.7,S
696,3,0,male,18.0,0,0,8.7,S
697,3,0,male,38.0,0,0,8.7,S
698,3,0,male,17.0,0,0,8.7,S
699,3,0,male,17.0,0,0,8.7,S
700,3,0,female,21.0,0,0,7.8,Q
701,3,0,male,21.0,0,0,7.8,Q
702,3,0,male,21.0,0,0,8.0,S
703,3,0,male,28.0,1,0,14.5,C
704,3,0,female,28.0,1,0,14.5,C
705,3,0,male,28.0,0,0,7.8,S
706,3,0,male,24.0,0,0,7.9,S
707,3,1,female,16.0,0,0,7.8,Q
708,3,0,female,37.0,0,0,7.8,Q
709,3,0,male,28.0,0,0,7.2,S
710,3,0,male,24.0,0,0,8.0,S
711,3,0,male,21.0,0,0,7.7,Q
712,3,1,male,32.0,0,0,56.5,S
713,3,0,male,29.0,0,0,8.0,S
714,3,0,male,26.0,1,0,14.5,C
715,3,0,male,18.0,1,0,14.5,C
716,3,0,male,20.0,0,0,7.0,S
717,3,1,male,18.0,0,0,8.0,S
718,3,0,male,24.0,0,0,7.2,Q
719,3,0,male,36.0,0,0,7.5,S
720,3,0,male,24.0,0,0,7.5,S
721,3,0,male,31.0,0,0,7.7,Q
722,3,0,male,31.0,0,0,7.8,Q
723,3,1,female,22.0,0,0,7.8,Q
724,3,0,female,30.0,0,0,7.6,Q
725,3,0,male,70.5,0,0,7.8,Q
726,3,0,male,43.0,0,0,8.0,S
727,3,0,male,35.0,0,0,7.9,S
728,3,0,male,27.0,0,0,7.9,S
729,3,0,male,19.0,0,0,7.9,S
730,3,0,male,30.0,0,0,8.0,S
731,3,1,male,9.0,1,1,15.9,S
732,3,1,male,3.0,1,1,15.9,S
733,3,1,female,36.0,0,2,15.9,S
734,3,0,male,59.0,0,0,7.2,S
735,3,0,male,19.0,0,0,8.2,S
736,3,1,female,17.0,0,1,16.1,S
737,3,0,male,44.0,0,1,16.1,S
738,3,0,male,17.0,0,0,8.7,S
739,3,0,male,22.5,0,0,7.2,C
740,3,1,male,45.0,0,0,8.0,S
741,3,0,female,22.0,0,0,10.5,S
742,3,0,male,19.0,0,0,10.2,S
743,3,1,female,30.0,0,0,7.0,Q
744,3,1,male,29.0,0,0,7.8,Q
745,3,0,male,0.3,0,2,14.4,S
746,3,0,male,34.0,1,1,14.4,S
747,3,0,female,28.0,1,1,14.4,S
748,3,0,male,27.0,0,0,7.9,S
749,3,0,male,25.0,0,0,7.9,S
750,3,0,male,24.0,2,0,24.2,S
751,3,0,male,22.0,0,0,8.0,S
752,3,0,male,21.0,2,0,24.2,S
753,3,0,male,17.0,2,0,8.0,S
754,3,0,male,28.0,1,0,16.1,S
755,3,1,female,28.0,1,0,16.1,S
756,3,1,male,36.5,1,0,17.4,S
757,3,1,female,36.0,1,0,17.4,S
758,3,1,male,30.0,0,0,9.5,S
759,3,0,male,16.0,0,0,9.5,S
760,3,1,male,1.0,1,2,20.6,S
761,3,1,female,0.2,1,2,20.6,S
762,3,0,male,26.0,1,2,20.6,S
763,3,1,female,33.0,1,2,20.6,S
764,3,0,male,25.0,0,0,7.9,S
765,3,0,male,28.0,0,0,7.9,S
766,3,0,male,28.0,0,0,7.9,S
767,3,0,male,22.0,0,0,7.2,S
768,3,0,male,36.0,0,0,7.2,S
769,3,1,female,19.0,0,0,7.9,Q
770,3,0,male,17.0,0,0,7.9,S
771,3,0,male,42.0,0,0,8.7,S
772,3,0,male,43.0,0,0,7.9,S
773,3,0,male,28.0,0,0,7.2,C
774,3,0,male,32.0,0,0,7.8,Q
775,3,1,male,19.0,0,0,8.0,S
776,3,1,female,30.0,0,0,12.5,S
777,3,0,female,24.0,0,0,7.8,Q
778,3,1,female,23.0,0,0,8.0,S
779,3,0,male,33.0,0,0,7.9,C
780,3,0,male,65.0,0,0,7.8,Q
781,3,1,male,24.0,0,0,7.6,S
782,3,0,male,23.0,1,0,13.9,S
783,3,1,female,22.0,1,0,13.9,S
784,3,0,male,18.0,0,0,7.8,S
785,3,0,male,16.0,0,0,7.8,S
786,3,0,male,45.0,0,0,7.0,S
787,3,0,male,28.0,0,0,7.2,C
788,3,0,male,39.0,0,2,7.2,C
789,3,0,male,17.0,1,1,7.2,C
790,3,0,male,15.0,1,1,7.2,C
791,3,0,male,47.0,0,0,7.2,S
792,3,1,female,5.0,0,0,12.5,S
793,3,0,male,28.0,0,0,7.2,C
794,3,0,male,40.5,0,0,15.1,S
795,3,0,male,40.5,0,0,7.8,Q
796,3,1,male,28.0,0,0,7.0,S
797,3,0,male,18.0,0,0,7.8,S
798,3,0,female,28.0,0,0,7.8,Q
799,3,0,male,28.0,0,0,7.8,Q
800,3,0,male,28.0,0,0,7.0,Q
801,3,0,male,26.0,0,0,7.9,Q
802,3,0,male,28.0,0,0,7.8,Q
803,3,1,male,28.0,0,0,56.5,S
804,3,0,female,21.0,2,2,34.4,S
805,3,0,female,9.0,2,2,34.4,S
806,3,0,male,28.0,0,0,8.0,S
807,3,0,male,18.0,2,2,34.4,S
808,3,0,male,16.0,1,3,34.4,S
809,3,0,female,48.0,1,3,34.4,S
810,3,0,male,28.0,0,0,7.8,Q
811,3,0,male,28.0,0,0,7.2,S
812,3,0,male,25.0,0,0,7.7,Q
813,3,0,male,28.0,0,0,14.5,S
814,3,0,male,28.0,0,0,7.9,C
815,3,0,male,22.0,0,0,8.0,S
816,3,1,female,16.0,0,0,7.7,Q
817,3,1,female,28.0,0,0,7.8,Q
818,3,1,male,9.0,0,2,20.5,S
819,3,0,male,33.0,1,1,20.5,S
820,3,0,male,41.0,0,0,7.8,S
821,3,1,female,31.0,1,1,20.5,S
822,3,0,male,38.0,0,0,7.0,S
823,3,0,male,9.0,5,2,46.9,S
824,3,0,male,1.0,5,2,46.9,S
825,3,0,male,11.0,5,2,46.9,S
826,3,0,female,10.0,5,2,46.9,S
827,3,0,female,16.0,5,2,46.9,S
828,3,0,male,14.0,5,2,46.9,S
829,3,0,male,40.0,1,6,46.9,S
830,3,0,female,43.0,1,6,46.9,S
831,3,0,male,51.0,0,0,8.0,S
832,3,0,male,32.0,0,0,8.4,S
833,3,0,male,28.0,0,0,8.0,S
834,3,0,male,20.0,0,0,9.8,S
835,3,0,male,37.0,2,0,7.9,S
836,3,0,male,28.0,2,0,7.9,S
837,3,0,male,19.0,0,0,7.8,S
838,3,0,female,24.0,0,0,8.8,S
839,3,0,female,17.0,0,0,7.7,Q
840,3,0,male,28.0,1,0,20.0,S
841,3,0,male,28.0,1,0,20.0,S
842,3,0,male,28.0,1,0,15.8,S
843,3,1,female,24.0,1,0,15.8,S
844,3,0,male,20.0,0,0,9.5,S
845,3,0,male,23.5,0,0,7.2,C
846,3,0,male,41.0,2,0,14.1,S
847,3,0,male,26.0,1,0,7.9,S
848,3,0,male,21.0,0,0,7.9,S
849,3,1,female,45.0,1,0,14.1,S
850,3,0,female,28.0,0,0,7.6,S
851,3,0,male,25.0,0,0,7.2,S
852,3,0,male,28.0,0,0,6.9,Q
853,3,0,male,11.0,0,0,18.8,C
854,3,1,female,28.0,0,0,7.8,Q
855,3,1,male,27.0,0,0,7.0,S
856,3,1,male,28.0,0,0,56.5,S
857,3,0,female,18.0,0,0,6.8,Q
858,3,1,female,26.0,0,0,7.9,S
859,3,0,female,23.0,0,0,7.9,S
860,3,1,female,22.0,0,0,9.0,S
861,3,0,male,28.0,0,0,7.9,S
862,3,0,female,28.0,0,0,7.8,S
863,3,0,female,28.0,0,0,7.8,Q
864,3,1,female,2.0,0,1,12.3,S
865,3,1,female,22.0,1,1,12.3,S
866,3,0,male,43.0,0,0,6.4,S
867,3,0,male,28.0,0,0,22.5,S
868,3,1,female,27.0,0,0,7.9,S
869,3,0,male,28.0,0,0,7.8,Q
870,3,1,female,28.0,0,0,8.0,S
871,3,0,male,42.0,0,0,7.6,S
872,3,1,male,28.0,0,0,7.9,S
873,3,0,male,30.0,0,0,7.2,C
874,3,0,male,28.0,0,0,7.9,S
875,3,0,female,27.0,1,0,7.9,S
876,3,0,female,25.0,1,0,7.9,S
877,3,0,male,28.0,0,0,7.9,S
878,3,1,male,29.0,0,0,7.9,C
879,3,1,male,21.0,0,0,7.8,S
880,3,0,male,28.0,0,0,7.0,S
881,3,0,male,20.0,0,0,7.9,S
882,3,0,male,48.0,0,0,7.9,S
883,3,0,male,17.0,1,0,7.1,S
884,3,1,female,28.0,0,0,7.8,Q
885,3,1,male,28.0,0,0,8.1,S
886,3,0,male,34.0,0,0,6.5,S
887,3,1,male,26.0,0,0,7.8,S
888,3,0,male,22.0,0,0,7.8,S
889,3,0,male,33.0,0,0,8.7,S
890,3,0,male,31.0,0,0,7.8,S
891,3,0,male,29.0,0,0,7.9,S
892,3,1,male,4.0,1,1,11.1,S
893,3,1,female,1.0,1,1,11.1,S
894,3,0,male,49.0,0,0,0.0,S
895,3,0,male,33.0,0,0,7.8,S
896,3,0,male,19.0,0,0,0.0,S
897,3,1,female,27.0,0,2,11.1,S
898,3,0,male,28.0,1,2,23.4,S
899,3,0,female,28.0,1,2,23.4,S
900,3,0,male,28.0,1,2,23.4,S
901,3,0,female,28.0,1,2,23.4,S
902,3,0,male,23.0,0,0,7.9,S
903,3,1,male,32.0,0,0,7.9,S
904,3,0,male,27.0,0,0,7.9,S
905,3,0,female,20.0,1,0,9.8,S
906,3,0,female,21.0,1,0,9.8,S
907,3,1,male,32.0,0,0,7.9,S
908,3,0,male,17.0,0,0,7.1,S
909,3,0,male,21.0,0,0,8.4,S
910,3,0,male,30.0,0,0,7.9,S
911,3,1,male,21.0,0,0,7.8,S
912,3,0,male,33.0,0,0,7.9,S
913,3,0,male,22.0,0,0,7.5,S
914,3,1,female,4.0,0,1,13.4,C
915,3,1,male,39.0,0,1,13.4,C
916,3,0,male,28.0,0,0,7.2,C
917,3,0,male,18.5,0,0,7.2,C
918,3,0,male,28.0,0,0,7.8,Q
919,3,0,male,28.0,0,0,7.2,S
920,3,1,female,28.0,0,0,7.8,Q
921,3,1,female,28.0,0,0,7.8,Q
922,3,0,male,34.5,0,0,7.8,Q
923,3,0,male,44.0,0,0,8.0,S
924,3,1,male,28.0,0,0,7.8,Q
925,3,0,male,28.0,1,0,14.5,C
926,3,0,female,28.0,1,0,14.5,C
927,3,0,male,28.0,1,0,7.8,Q
928,3,0,male,28.0,1,0,7.8,Q
929,3,0,male,28.0,0,0,7.7,Q
930,3,0,female,22.0,2,0,8.7,S
931,3,0,male,26.0,2,0,8.7,S
932,3,1,female,4.0,0,2,22.0,S
933,3,1,male,29.0,3,1,22.0,S
934,3,1,female,26.0,1,1,22.0,S
935,3,0,female,1.0,1,1,12.2,S
936,3,0,male,18.0,1,1,7.9,S
937,3,0,female,36.0,0,2,12.2,S
938,3,0,male,28.0,0,0,7.9,C
939,3,1,male,25.0,0,0,7.2,C
940,3,0,male,28.0,0,0,7.2,C
941,3,0,female,37.0,0,0,9.6,S
942,3,0,male,28.0,0,0,7.9,S
943,3,1,male,28.0,0,0,56.5,S
944,3,0,male,28.0,0,0,56.5,S
945,3,1,female,22.0,0,0,7.2,S
946,3,0,male,28.0,0,0,7.8,Q
947,3,1,male,26.0,0,0,56.5,S
948,3,0,male,29.0,0,0,9.5,S
949,3,0,male,29.0,0,0,7.8,S
950,3,0,male,22.0,0,0,7.8,S
951,3,1,male,22.0,0,0,7.2,C
952,3,0,male,28.0,3,1,25.5,S
953,3,0,female,28.0,3,1,25.5,S
954,3,0,female,28.0,3,1,25.5,S
955,3,0,female,28.0,3,1,25.5,S
956,3,0,female,28.0,0,4,25.5,S
957,3,0,male,32.0,0,0,7.9,S
958,3,0,male,34.5,0,0,6.4,C
959,3,0,female,28.0,1,0,15.5,Q
960,3,0,male,28.0,1,0,15.5,Q
961,3,0,male,36.0,0,0,0.0,S
962,3,0,male,39.0,0,0,24.2,S
963,3,0,male,24.0,0,0,9.5,S
964,3,0,female,25.0,0,0,7.8,S
965,3,0,female,45.0,0,0,7.8,S
966,3,0,male,36.0,1,0,15.6,S
967,3,0,female,30.0,1,0,15.6,S
968,3,1,male,20.0,1,0,7.9,S
969,3,0,male,28.0,0,0,7.9,Q
970,3,0,male,28.0,0,0,56.5,S
971,3,0,male,28.0,0,0,7.6,S
972,3,0,male,30.0,1,0,16.1,S
973,3,0,female,26.0,1,0,16.1,S
974,3,0,male,28.0,0,0,7.9,S
975,3,0,male,20.5,0,0,7.2,S
976,3,1,male,27.0,0,0,8.7,S
977,3,0,male,51.0,0,0,7.1,S
978,3,1,female,23.0,0,0,7.9,S
979,3,1,male,32.0,0,0,7.6,S
980,3,0,male,28.0,0,0,7.9,S
981,3,0,male,28.0,0,0,7.6,S
982,3,1,female,28.0,0,0,7.8,Q
983,3,1,male,24.0,0,0,7.1,S
984,3,0,male,22.0,0,0,7.1,S
985,3,0,female,28.0,0,0,7.9,Q
986,3,0,male,28.0,0,0,7.8,Q
987,3,0,male,28.0,0,0,8.0,S
988,3,0,male,29.0,0,0,7.9,S
989,3,1,male,28.0,0,0,7.2,C
990,3,0,female,30.5,0,0,7.8,Q
991,3,1,female,28.0,0,0,7.7,Q
992,3,0,male,28.0,0,0,7.2,C
993,3,0,male,35.0,0,0,7.9,C
994,3,0,male,33.0,0,0,7.9,S
995,3,1,female,28.0,0,0,7.2,C
996,3,0,male,28.0,0,0,7.9,C
997,3,1,female,28.0,0,0,7.8,Q
998,3,1,male,28.0,0,0,7.8,Q
999,3,1,female,28.0,2,0,23.2,Q
1000,3,1,female,28.0,2,0,23.2,Q
1001,3,1,male,28.0,2,0,23.2,Q
1002,3,1,female,28.0,0,0,7.8,Q
1003,3,0,male,28.0,0,0,15.5,Q
1004,3,1,female,28.0,0,0,7.9,Q
1005,3,1,female,15.0,0,0,8.0,Q
1006,3,0,female,35.0,0,0,7.8,Q
1007,3,0,male,28.0,0,0,7.8,Q
1008,3,0,male,24.0,1,0,16.1,S
1009,3,0,female,19.0,1,0,16.1,S
1010,3,0,female,28.0,0,0,7.8,Q
1011,3,0,female,28.0,0,0,8.0,S
1012,3,0,female,28.0,0,0,8.0,S
1013,3,0,male,55.5,0,0,8.0,S
1014,3,0,male,28.0,0,0,7.8,Q
1015,3,1,male,21.0,0,0,7.8,S
1016,3,0,male,28.0,0,0,8.0,S
1017,3,0,male,24.0,0,0,7.9,S
1018,3,0,male,21.0,0,0,7.9,S
1019,3,0,male,28.0,0,0,7.9,S
1020,3,0,male,28.0,0,0,7.9,S
1021,3,1,female,28.0,0,0,7.9,Q
1022,3,0,male,25.0,0,0,7.6,S
1023,3,1,male,6.0,0,1,12.5,S
1024,3,1,female,27.0,0,1,12.5,S
1025,3,0,male,28.0,0,0,8.0,S
1026,3,1,female,28.0,1,0,24.2,Q
1027,3,0,male,28.0,1,0,24.2,Q
1028,3,0,male,28.0,0,0,8.5,Q
1029,3,0,male,34.0,0,0,8.0,S
1030,3,0,male,28.0,0,0,7.8,Q
1031,3,1,male,28.0,0,0,7.8,S
1032,3,1,male,28.0,1,1,15.2,C
1033,3,1,male,28.0,1,1,15.2,C
1034,3,1,female,28.0,0,2,15.2,C
1035,3,1,female,28.0,0,0,7.2,C
1036,3,0,male,28.0,0,0,8.0,S
1037,3,1,female,28.0,0,0,7.7,Q
1038,3,1,female,24.0,0,0,7.8,Q
1039,3,0,male,28.0,0,0,8.0,S
1040,3,1,female,28.0,1,0,15.5,Q
1041,3,1,female,28.0,1,0,15.5,Q
1042,3,1,female,28.0,0,0,15.5,Q
1043,3,0,male,18.0,0,0,7.8,S
1044,3,0,male,22.0,0,0,7.9,S
1045,3,1,female,15.0,0,0,7.2,C
1046,3,1,female,1.0,0,2,15.7,C
1047,3,1,male,20.0,1,1,15.7,C
1048,3,1,female,19.0,1,1,15.7,C
1049,3,0,male,33.0,0,0,8.0,S
1050,3,0,male,28.0,0,0,7.9,S
1051,3,0,male,28.0,0,0,7.2,C
1052,3,0,female,28.0,0,0,7.8,Q
1053,3,0,male,28.0,0,0,7.9,S
1054,3,1,male,12.0,1,0,11.2,C
1055,3,1,female,14.0,1,0,11.2,C
1056,3,0,female,29.0,0,0,7.9,S
1057,3,0,male,28.0,0,0,8.0,S
1058,3,1,female,18.0,0,0,7.8,S
1059,3,1,female,26.0,0,0,7.9,S
1060,3,0,male,21.0,0,0,7.9,S
1061,3,0,male,41.0,0,0,7.1,S
1062,3,1,male,39.0,0,0,7.9,S
1063,3,0,male,21.0,0,0,7.8,S
1064,3,0,male,28.5,0,0,7.2,C
1065,3,1,female,22.0,0,0,7.8,S
1066,3,0,male,61.0,0,0,6.2,S
1067,3,0,male,28.0,1,0,15.5,Q
1068,3,0,male,28.0,0,0,7.8,Q
1069,3,1,female,28.0,1,0,15.5,Q
1070,3,0,male,28.0,0,0,7.7,Q
1071,3,0,male,28.0,0,0,7.8,Q
1072,3,0,male,28.0,0,0,7.8,Q
1073,3,0,male,23.0,0,0,9.2,S
1074,3,0,female,28.0,0,0,7.8,Q
1075,3,1,female,28.0,0,0,7.8,Q
1076,3,1,female,28.0,0,0,7.9,Q
1077,3,1,female,22.0,0,0,7.8,S
1078,3,1,male,28.0,0,0,7.8,Q
1079,3,1,female,28.0,0,0,7.8,Q
1080,3,1,male,9.0,0,1,3.2,S
1081,3,0,male,28.0,0,0,22.5,S
1082,3,0,male,42.0,0,1,8.4,S
1083,3,0,male,28.0,0,0,7.3,S
1084,3,0,female,31.0,0,0,7.9,S
1085,3,0,male,28.0,0,0,7.9,S
1086,3,1,male,32.0,0,0,7.8,S
1087,3,0,male,20.0,0,0,9.2,S
1088,3,0,female,23.0,0,0,8.7,S
1089,3,0,female,20.0,0,0,8.7,S
1090,3,0,male,20.0,0,0,8.7,S
1091,3,0,male,16.0,0,0,9.2,S
1092,3,1,female,31.0,0,0,8.7,S
1093,3,0,female,28.0,0,0,7.6,Q
1094,3,0,male,2.0,3,1,21.1,S
1095,3,0,male,6.0,3,1,21.1,S
1096,3,0,female,3.0,3,1,21.1,S
1097,3,0,female,8.0,3,1,21.1,S
1098,3,0,female,29.0,0,4,21.1,S
1099,3,0,male,1.0,4,1,39.7,S
1100,3,0,male,7.0,4,1,39.7,S
1101,3,0,male,2.0,4,1,39.7,S
1102,3,0,male,16.0,4,1,39.7,S
1103,3,0,male,14.0,4,1,39.7,S
1104,3,0,female,41.0,0,5,39.7,S
1105,3,0,male,21.0,0,0,8.7,S
1106,3,0,male,19.0,0,0,14.5,S
1107,3,0,male,28.0,0,0,8.7,C
1108,3,0,male,32.0,0,0,7.9,S
1109,3,0,male,0.8,1,1,13.8,S
1110,3,0,female,3.0,1,1,13.8,S
1111,3,0,female,26.0,0,2,13.8,S
1112,3,0,male,28.0,0,0,7.0,S
1113,3,0,male,28.0,0,0,7.8,S
1114,3,0,male,28.0,0,0,8.0,S
1115,3,0,male,21.0,0,0,7.9,S
1116,3,0,male,25.0,0,0,7.9,S
1117,3,0,male,22.0,0,0,7.2,S
1118,3,1,male,25.0,1,0,7.8,S
1119,3,1,male,28.0,1,1,22.4,C
1120,3,1,female,28.0,1,1,22.4,C
1121,3,1,female,28.0,0,2,22.4,C
1122,3,0,female,28.0,0,0,8.1,Q
1123,3,0,male,24.0,0,0,8.0,S
1124,3,0,female,28.0,0,0,7.9,S
1125,3,0,male,19.0,0,0,7.9,S
1126,3,0,male,28.0,0,0,7.9,S
1127,3,0,male,25.0,1,0,7.8,S
1128,3,0,female,18.0,0,0,7.8,S
1129,3,1,male,32.0,0,0,8.0,S
1130,3,0,male,28.0,0,0,7.9,S
1131,3,0,male,17.0,0,0,8.7,S
1132,3,0,male,24.0,0,0,8.7,S
1133,3,0,male,28.0,0,0,7.9,S
1134,3,0,female,28.0,0,0,8.1,S
1135,3,0,male,28.0,0,0,7.2,C
1136,3,0,male,28.0,0,0,7.2,S
1137,3,0,male,38.0,0,0,7.9,S
1138,3,0,male,21.0,0,0,8.0,S
1139,3,0,male,10.0,4,1,29.1,Q
1140,3,0,male,4.0,4,1,29.1,Q
1141,3,0,male,7.0,4,1,29.1,Q
1142,3,0,male,2.0,4,1,29.1,Q
1143,3,0,male,8.0,4,1,29.1,Q
1144,3,0,female,39.0,0,5,29.1,Q
1145,3,0,female,22.0,0,0,39.7,S
1146,3,0,male,35.0,0,0,7.1,S
1147,3,1,female,28.0,0,0,7.7,Q
1148,3,0,male,28.0,0,0,14.5,S
1149,3,0,female,28.0,0,0,14.5,S
1150,3,0,male,50.0,1,0,14.5,S
1151,3,0,female,47.0,1,0,14.5,S
1152,3,0,male,28.0,0,0,8.0,S
1153,3,0,male,28.0,0,0,7.8,S
1154,3,0,female,2.0,1,1,20.2,S
1155,3,0,male,18.0,1,1,20.2,S
1156,3,0,female,41.0,0,2,20.2,S
1157,3,1,female,28.0,0,0,8.0,S
1158,3,0,male,50.0,0,0,8.0,S
1159,3,0,male,16.0,0,0,8.0,S
1160,3,1,male,28.0,0,0,7.8,Q
1161,3,0,male,28.0,0,0,24.2,Q
1162,3,0,male,28.0,0,0,7.2,C
1163,3,0,male,25.0,0,0,7.2,C
1164,3,0,male,28.0,0,0,7.2,C
1165,3,0,male,28.0,0,0,7.7,Q
1166,3,0,male,28.0,0,0,7.6,S
1167,3,0,male,38.5,0,0,7.2,S
1168,3,0,male,28.0,8,2,69.6,S
1169,3,0,male,14.5,8,2,69.6,S
1170,3,0,female,28.0,8,2,69.6,S
1171,3,0,female,28.0,8,2,69.6,S
1172,3,0,female,28.0,8,2,69.6,S
1173,3,0,female,28.0,8,2,69.6,S
1174,3,0,male,28.0,8,2,69.6,S
1175,3,0,male,28.0,8,2,69.6,S
1176,3,0,male,28.0,8,2,69.6,S
1177,3,0,male,28.0,1,9,69.6,S
1178,3,0,female,28.0,1,9,69.6,S
1179,3,0,male,24.0,0,0,9.3,S
1180,3,1,female,21.0,0,0,7.6,S
1181,3,0,male,39.0,0,0,7.9,S
1182,3,0,male,28.0,2,0,21.7,C
1183,3,0,male,28.0,2,0,21.7,C
1184,3,0,male,28.0,2,0,21.7,C
1185,3,1,female,1.0,1,1,16.7,S
1186,3,1,female,24.0,0,2,16.7,S
1187,3,1,female,4.0,1,1,16.7,S
1188,3,1,male,25.0,0,0,9.5,S
1189,3,0,male,20.0,0,0,8.0,S
1190,3,0,male,24.5,0,0,8.0,S
1191,3,0,male,28.0,0,0,7.7,Q
1192,3,0,male,28.0,0,0,7.9,S
1193,3,0,male,28.0,0,0,7.8,Q
1194,3,1,male,29.0,0,0,9.5,S
1195,3,0,male,28.0,0,0,15.1,S
1196,3,1,female,28.0,0,0,7.8,Q
1197,3,0,male,28.0,0,0,8.0,S
1198,3,0,male,28.0,0,0,8.0,S
1199,3,0,male,22.0,0,0,7.2,C
1200,3,0,male,28.0,0,0,8.0,S
1201,3,0,male,40.0,0,0,7.9,S
1202,3,0,male,21.0,0,0,7.9,S
1203,3,1,female,18.0,0,0,7.5,S
1204,3,0,male,4.0,3,2,27.9,S
1205,3,0,male,10.0,3,2,27.9,S
1206,3,0,female,9.0,3,2,27.9,S
1207,3,0,female,2.0,3,2,27.9,S
1208,3,0,male,40.0,1,4,27.9,S
1209,3,0,female,45.0,1,4,27.9,S
1210,3,0,male,28.0,0,0,7.9,S
1211,3,0,male,28.0,0,0,8.0,S
1212,3,0,male,28.0,0,0,8.7,S
1213,3,0,male,28.0,0,0,7.8,Q
1214,3,1,female,28.0,0,0,7.7,Q
1215,3,0,male,19.0,0,0,7.6,S
1216,3,0,male,30.0,0,0,8.0,S
1217,3,0,male,28.0,0,0,8.0,S
1218,3,0,male,32.0,0,0,8.0,S
1219,3,0,male,28.0,0,0,7.9,S
1220,3,0,male,33.0,0,0,8.7,C
1221,3,1,female,23.0,0,0,7.6,S
1222,3,0,male,21.0,0,0,8.0,S
1223,3,0,male,19.0,0,0,7.9,S
1224,3,0,female,22.0,0,0,9.8,S
1225,3,1,male,31.0,0,0,7.9,S
1226,3,0,male,27.0,0,0,8.7,S
1227,3,0,female,2.0,0,1,10.5,S
1228,3,0,female,29.0,1,1,10.5,S
1229,3,1,male,16.0,0,0,8.0,S
1230,3,1,male,44.0,0,0,7.9,S
1231,3,0,male,25.0,0,0,7.0,S
1232,3,0,male,74.0,0,0,7.8,S
1233,3,1,male,14.0,0,0,9.2,S
1234,3,0,male,24.0,0,0,7.8,S
1235,3,1,male,25.0,0,0,7.8,S
1236,3,0,male,34.0,0,0,8.0,S
1237,3,1,male,0.4,0,1,8.5,C
1238,3,0,male,28.0,1,0,6.4,C
1239,3,0,male,28.0,0,0,6.4,C
1240,3,0,male,28.0,0,0,7.2,C
1241,3,1,female,16.0,1,1,8.5,C
1242,3,0,male,28.0,0,0,8.0,S
1243,3,0,male,28.0,1,0,16.1,S
1244,3,1,female,28.0,1,0,16.1,S
1245,3,0,male,32.0,0,0,7.9,S
1246,3,0,male,28.0,0,0,7.8,Q
1247,3,0,male,28.0,0,0,7.9,S
1248,3,0,male,30.5,0,0,8.0,S
1249,3,0,male,44.0,0,0,8.0,S
1250,3,0,male,28.0,0,0,7.2,C
